Orthogroup	G_intestinalis_aa	G_muris_aa	S_salmonicida_aa
OG0001544	GL50803_9011	GMRT_14200	SS50377_27481
OG0001545	GL50803_3042	GMRT_15281	SS50377_21389
OG0001546	GL50803_17244	GMRT_14178	SS50377_21842
OG0001547	GL50803_15777	GMRT_14183	SS50377_23894
OG0001548	GL50803_61054	GMRT_12663	SS50377_20609
OG0001549	GL50803_4911	GMRT_14186	SS50377_26845
OG0001550	GL50803_90575	GMRT_14180	SS50377_23199
OG0001551	GL50803_32509	GMRT_14179	SS50377_24656
OG0001552	GL50803_95064	GMRT_11235	SS50377_25652
OG0001553	GL50803_13672	GMRT_13000	SS50377_28270
OG0001554	GL50803_17627	GMRT_13001	SS50377_27507
OG0001555	GL50803_5613	GMRT_13013	SS50377_26347
OG0001556	GL50803_3294	GMRT_14470	SS50377_25512
OG0001557	GL50803_29772	GMRT_14466	SS50377_27705
OG0001558	GL50803_3073	GMRT_11242, GMRT_21918	
OG0001559	GL50803_23357	GMRT_14473	SS50377_22971
OG0001560	GL50803_6365	GMRT_14475	SS50377_20062
OG0001561	GL50803_14375	GMRT_12520	SS50377_26448
OG0001562	GL50803_14374	GMRT_12519	SS50377_20223
OG0001563	GL50803_14373	GMRT_12517	SS50377_24427
OG0001564	GL50803_113662	GMRT_12524	SS50377_20958
OG0001565	GL50803_11054	GMRT_12527	SS50377_21251
OG0001566	GL50803_11052	GMRT_12528	SS50377_20277
OG0001567	GL50803_103074	GMRT_12530	SS50377_24458
OG0001568	GL50803_113522	GMRT_12538	SS50377_25327
OG0001569	GL50803_8462	GMRT_12535	SS50377_23524
OG0001570	GL50803_14713	GMRT_12532	SS50377_25303
OG0001571	GL50803_8456	GMRT_13299	SS50377_25620
OG0001572	GL50803_91056	GMRT_12625	SS50377_21152
OG0001573	GL50803_27059	GMRT_11893	SS50377_20506
OG0001574	GL50803_13606	GMRT_11894	SS50377_26342
OG0001575	GL50803_4349	GMRT_11895	SS50377_20315
OG0001576	GL50803_88082	GMRT_12589	SS50377_24840
OG0001577	GL50803_102890	GMRT_12591	SS50377_21138
OG0001578	GL50803_34906	GMRT_12575	SS50377_20921
OG0001579	GL50803_8982	GMRT_12572	SS50377_22082
OG0001580	GL50803_8979, GL50803_8980	GMRT_12579	
OG0001581	GL50803_23330	GMRT_12582	SS50377_20571
OG0001582	GL50803_6590	GMRT_12584	SS50377_24774
OG0001583	GL50803_5845	GMRT_12626	SS50377_24168
OG0001584	GL50803_6306	GMRT_12603	SS50377_22092
OG0001585	GL50803_6304	GMRT_12611	SS50377_23299
OG0001586	GL50803_15427	GMRT_12617	SS50377_25683
OG0001587	GL50803_15428	GMRT_12616	SS50377_21094
OG0001588	GL50803_16802	GMRT_12587	SS50377_21062
OG0001589	GL50803_15432	GMRT_12585	SS50377_20210
OG0001590	GL50803_15436	GMRT_12605	SS50377_20049
OG0001591	GL50803_16945	GMRT_12569	SS50377_24818
OG0001592	GL50803_96994	GMRT_12562	SS50377_26361
OG0001593	GL50803_10324	GMRT_12561	SS50377_24284
OG0001594	GL50803_10316	GMRT_12555	SS50377_22148
OG0001595	GL50803_10311	GMRT_12554	SS50377_25124
OG0001596	GL50803_137745	GMRT_13407	SS50377_22211
OG0001597	GL50803_24880	GMRT_12560, GMRT_13248	
OG0001598	GL50803_5787	GMRT_12551	SS50377_27658
OG0001599	GL50803_5786	GMRT_12550	SS50377_20256
OG0001600	GL50803_5785	GMRT_12541	SS50377_22451
OG0001601	GL50803_5784	GMRT_12542	SS50377_23937
OG0001602	GL50803_27614	GMRT_12544	SS50377_21079
OG0001603	GL50803_16934	GMRT_12547	SS50377_28075
OG0001604	GL50803_17190	GMRT_11900	SS50377_21785
OG0001605	GL50803_3414	GMRT_11901	SS50377_27885
OG0001606	GL50803_11912	GMRT_11906	SS50377_23331
OG0001607	GL50803_17187	GMRT_11910	SS50377_27054
OG0001608	GL50803_15522	GMRT_11909	SS50377_22710
OG0001609	GL50803_11897	GMRT_11913	SS50377_25752
OG0001610	GL50803_11895	GMRT_11914	SS50377_26327
OG0001611	GL50803_15520	GMRT_11915	SS50377_22563
OG0001612	GL50803_11884	GMRT_11919	SS50377_22526
OG0001613	GL50803_15514	GMRT_11921	SS50377_25794
OG0001614	GL50803_11877	GMRT_11922	SS50377_24593
OG0001615	GL50803_15513	GMRT_11923	SS50377_25375
OG0001616	GL50803_8604	GMRT_12712	SS50377_21232
OG0001617	GL50803_8610	GMRT_14418	SS50377_24333
OG0001618	GL50803_137748	GMRT_14417	SS50377_28071
OG0001619	GL50803_11043	GMRT_11927	SS50377_26785
OG0001620	GL50803_101501	GMRT_12745	SS50377_24037
OG0001621	GL50803_15090	GMRT_12746	SS50377_27508
OG0001622	GL50803_16039	GMRT_12747	SS50377_28185
OG0001623	GL50803_10013	GMRT_12740	SS50377_25343
OG0001624	GL50803_10016	GMRT_12743	SS50377_23830
OG0001625	GL50803_16475	GMRT_13167	SS50377_20799
OG0001626	GL50803_16476	GMRT_12739	SS50377_22386
OG0001627	GL50803_113788	GMRT_12713	SS50377_21951
OG0001628	GL50803_14581	GMRT_12714	SS50377_27979
OG0001629	GL50803_21592	GMRT_12724	SS50377_25792
OG0001630	GL50803_14519	GMRT_12737	SS50377_24676
OG0001631	GL50803_6544	GMRT_12726	SS50377_25818
OG0001632	GL50803_95593	GMRT_12761	SS50377_22873
OG0001633	GL50803_102710	GMRT_12763	SS50377_28287
OG0001634	GL50803_16592	GMRT_10243	SS50377_25798
OG0001635	GL50803_21603	GMRT_13174, GMRT_22297	
OG0001636	GL50803_19259	GMRT_10872	SS50377_25342
OG0001637	GL50803_102722	GMRT_10882	SS50377_25561
OG0001638	GL50803_17308	GMRT_15357	SS50377_24508
OG0001639	GL50803_42377	GMRT_10880	SS50377_25686
OG0001640	GL50803_5768	GMRT_10879	SS50377_22253
OG0001641	GL50803_5772	GMRT_10878	SS50377_23806
OG0001642	GL50803_7390	GMRT_10885	SS50377_28275
OG0001643	GL50803_6055	GMRT_10891	SS50377_28279
OG0001644	GL50803_6054	GMRT_10895	SS50377_26929
OG0001645	GL50803_17316	GMRT_10896	SS50377_21916
OG0001646	GL50803_4369	GMRT_13177	SS50377_28253
OG0001647	GL50803_4371	GMRT_13175	SS50377_23376
OG0001648	GL50803_6439	GMRT_10904	SS50377_23624
OG0001649	GL50803_7950	GMRT_13183	SS50377_25401
OG0001650	GL50803_7953	GMRT_13188	SS50377_25099
OG0001651	GL50803_137750	GMRT_13190	SS50377_20262
OG0001652	GL50803_28831	GMRT_13200	SS50377_26799
OG0001653	GL50803_9427	GMRT_13197	SS50377_21191
OG0001654	GL50803_93358	GMRT_13216	SS50377_21244
OG0001655	GL50803_5437	GMRT_13801	SS50377_28087
OG0001656	GL50803_16143	GMRT_13205	SS50377_28305
OG0001657	GL50803_4624	GMRT_13208	SS50377_20930
OG0001658	GL50803_4627	GMRT_13209	SS50377_23185
OG0001659	GL50803_4631	GMRT_13211	SS50377_25725
OG0001660	GL50803_4509	GMRT_13196	SS50377_21112
OG0001661	GL50803_16751	GMRT_13787	SS50377_23289
OG0001662	GL50803_6469	GMRT_13785	SS50377_21269
OG0001663	GL50803_14602	GMRT_13796	SS50377_20292
OG0001664	GL50803_14603		SS50377_25365, SS50377_25426
OG0001665	GL50803_7989	GMRT_14645	SS50377_23489
OG0001666	GL50803_15555	GMRT_13797	SS50377_25849
OG0001667	GL50803_12035	GMRT_13244	SS50377_26887
OG0001668	GL50803_15559	GMRT_13245	SS50377_22081
OG0001669	GL50803_12046	GMRT_13799	SS50377_20241
OG0001670	GL50803_27310	GMRT_15623	SS50377_21068
OG0001671	GL50803_23552	GMRT_15625	SS50377_28568
OG0001672	GL50803_16158, GL50803_7748	GMRT_12409	
OG0001673	GL50803_3531	GMRT_14508	SS50377_24766
OG0001674	GL50803_112112	GMRT_15631	SS50377_23550
OG0001675	GL50803_104150	GMRT_15630	SS50377_26970
OG0001676	GL50803_17090	GMRT_15629	SS50377_21225
OG0001677	GL50803_17091	GMRT_15628	SS50377_22149
OG0001678	GL50803_8496	GMRT_15627	SS50377_25903
OG0001679	GL50803_8497	GMRT_15636	SS50377_25472
OG0001680	GL50803_17092	GMRT_15634	SS50377_23538
OG0001681	GL50803_3593	GMRT_15633	SS50377_21887
OG0001682	GL50803_3595	GMRT_13231	SS50377_26547
OG0001683	GL50803_112103	GMRT_13238	SS50377_27820
OG0001684	GL50803_86593	GMRT_15652	SS50377_23010
OG0001685	GL50803_13608	GMRT_15617	SS50377_28105
OG0001686	GL50803_4357	GMRT_15618	SS50377_28128
OG0001687	GL50803_86600	GMRT_13223	SS50377_26891
OG0001688	GL50803_10883	GMRT_15614	SS50377_22143
OG0001689	GL50803_10882	GMRT_15615	SS50377_27668
OG0001690	GL50803_10881	GMRT_15616	SS50377_25397
OG0001691	GL50803_10879	GMRT_13219	SS50377_23322
OG0001692	GL50803_16924	GMRT_13218	SS50377_21523
OG0001693	GL50803_10875	GMRT_13234	SS50377_24317
OG0001694	GL50803_10870	GMRT_23066	SS50377_27881
OG0001695	GL50803_16922	GMRT_10346	SS50377_26398
OG0001696	GL50803_9305	GMRT_10349	SS50377_22439
OG0001697	GL50803_112076	GMRT_10351	SS50377_20839
OG0001698	GL50803_96399	GMRT_10352	SS50377_25450
OG0001699	GL50803_15148	GMRT_11445	SS50377_20497
OG0001700	GL50803_10231	GMRT_11439	SS50377_27175
OG0001701	GL50803_6617	GMRT_11437	SS50377_20677
OG0001702	GL50803_115239	GMRT_11436	SS50377_20125
OG0001703	GL50803_100906	GMRT_20539	SS50377_20700
OG0001704	GL50803_15594	GMRT_11433, GMRT_20538	
OG0001705	GL50803_115787, GL50803_121517	GMRT_11133	
OG0001706	GL50803_12157	GMRT_13132	SS50377_27318
OG0001707	GL50803_103059	GMRT_13995	SS50377_26415
OG0001708	GL50803_16863	GMRT_13408	SS50377_24268
OG0001709	GL50803_14828	GMRT_12675	SS50377_25289
OG0001710	GL50803_14827	GMRT_16385	SS50377_22317
OG0001711	GL50803_39312	GMRT_10915	SS50377_27330
OG0001712	GL50803_8987	GMRT_11117	SS50377_23146
OG0001713	GL50803_5610	GMRT_10914	SS50377_22874
OG0001714	GL50803_5604	GMRT_10910	SS50377_23033
OG0001715	GL50803_5603	GMRT_10909	SS50377_23242
OG0001716	GL50803_9134	GMRT_12944	SS50377_23022
OG0001717	GL50803_9130	GMRT_12948	SS50377_26568
OG0001718	GL50803_14877	GMRT_12947	SS50377_22134
OG0001719	GL50803_16431	GMRT_11968	SS50377_24583
OG0001720	GL50803_16430	GMRT_11970	SS50377_23339
OG0001721	GL50803_16429	GMRT_11972	SS50377_23674
OG0001722	GL50803_16425	GMRT_11757	SS50377_24332
OG0001723	GL50803_16424	GMRT_11758	SS50377_25905
OG0001724	GL50803_11397	GMRT_14370	SS50377_26594
OG0001725	GL50803_15413	GMRT_11756	SS50377_24446
OG0001726	GL50803_15410, GL50803_15411	GMRT_11754	
OG0001727	GL50803_11384	GMRT_11085	SS50377_22060
OG0001728	GL50803_11383	GMRT_11084	SS50377_21817
OG0001729	GL50803_11381	GMRT_11965	SS50377_20234
OG0001730	GL50803_24452	GMRT_11501	SS50377_22265
OG0001731	GL50803_1643	GMRT_14939	SS50377_23656
OG0001732	GL50803_93275	GMRT_11951	SS50377_20104
OG0001733	GL50803_7260	GMRT_13178	SS50377_23789
OG0001734	GL50803_7259	GMRT_14375	SS50377_24573
OG0001735	GL50803_14404	GMRT_14376	SS50377_21417
OG0001736	GL50803_14403	GMRT_11952	SS50377_22903
OG0001737	GL50803_16707	GMRT_14244	SS50377_26615
OG0001738	GL50803_11486	GMRT_14245	SS50377_24216
OG0001739	GL50803_11488	GMRT_14247	SS50377_20074
OG0001740	GL50803_11495	GMRT_14250	SS50377_24736
OG0001741	GL50803_11499	GMRT_11975, GMRT_25129	
OG0001742	GL50803_16709	GMRT_11974	SS50377_25290
OG0001743	GL50803_101919	GMRT_14372	SS50377_20057
OG0001744	GL50803_61270	GMRT_14373	SS50377_21205
OG0001745	GL50803_8639	GMRT_14241	SS50377_20079
OG0001746	GL50803_17036	GMRT_14952	SS50377_26848
OG0001747	GL50803_103891	GMRT_14232	SS50377_20203
OG0001748	GL50803_27266	GMRT_fx013	SS50377_20470
OG0001749	GL50803_16202	GMRT_14236	SS50377_21322
OG0001750	GL50803_4192	GMRT_14225	SS50377_28127
OG0001751	GL50803_4191	GMRT_14224	SS50377_24775
OG0001752	GL50803_16200	GMRT_14222	SS50377_21176
OG0001753	GL50803_16199	GMRT_14220	SS50377_24922
OG0001754	GL50803_114218	GMRT_14238	SS50377_23587
OG0001755	GL50803_10979	GMRT_14218	SS50377_20319
OG0001756	GL50803_10976	GMRT_14216	SS50377_22984
OG0001757	GL50803_13604	GMRT_14958	SS50377_24948
OG0001758	GL50803_4337	GMRT_14960	SS50377_20257
OG0001759	GL50803_8524	GMRT_14962	SS50377_24659
OG0001760	GL50803_8518	GMRT_14950	SS50377_20587
OG0001761	GL50803_95269	GMRT_14966	SS50377_23051
OG0001762	GL50803_8512	GMRT_14969	SS50377_22335
OG0001763	GL50803_8508	GMRT_14954	SS50377_27505
OG0001764	GL50803_95254	GMRT_14963	SS50377_27862
OG0001765	GL50803_16456	GMRT_14949	SS50377_26274
OG0001766	GL50803_16453	GMRT_14944	SS50377_27138
OG0001767	GL50803_87058	GMRT_11720	SS50377_26605
OG0001768	GL50803_8929	GMRT_14351	SS50377_23093
OG0001769	GL50803_16877	GMRT_14359	SS50377_25467
OG0001770	GL50803_8937	GMRT_14955	SS50377_26746
OG0001771	GL50803_8942	GMRT_14352	SS50377_22570
OG0001772	GL50803_8944	GMRT_14362	SS50377_21212
OG0001773	GL50803_8587	GMRT_21818	SS50377_28138
OG0001774	GL50803_8589	GMRT_14368	SS50377_24475
OG0001775	GL50803_16882	GMRT_14367	SS50377_24467
OG0001776	GL50803_8592	GMRT_11954	SS50377_20266
OG0001777	GL50803_89050	GMRT_14345	SS50377_24344
OG0001778	GL50803_17294	GMRT_15259	SS50377_20271
OG0001779	GL50803_10810	GMRT_15256	SS50377_20317
OG0001780	GL50803_10801	GMRT_15251	SS50377_24640
OG0001781	GL50803_17298	GMRT_15248	SS50377_27186
OG0001782	GL50803_13500	GMRT_15245	SS50377_27574
OG0001783	GL50803_92246	GMRT_15238	SS50377_25734
OG0001784	GL50803_14999	GMRT_15237	SS50377_23278
OG0001785	GL50803_15000	GMRT_13349	SS50377_23338
OG0001786	GL50803_17304	GMRT_15233	SS50377_24100
OG0001787	GL50803_5568	GMRT_15228	SS50377_25088
OG0001788	GL50803_5567	GMRT_15229	SS50377_20132
OG0001789	GL50803_23004	GMRT_15224	SS50377_21481
OG0001790	GL50803_101594	GMRT_15223	SS50377_27608
OG0001791	GL50803_40692	GMRT_15222	SS50377_20973
OG0001792	GL50803_8794	GMRT_15203	SS50377_23508
OG0001793	GL50803_16217	GMRT_15202	SS50377_25255
OG0001794	GL50803_8805	GMRT_15192	SS50377_25019
OG0001795	GL50803_23017	GMRT_15194	SS50377_28532
OG0001796	GL50803_21342	GMRT_15195	SS50377_25338
OG0001797	GL50803_2400	GMRT_15196	SS50377_23247
OG0001798	GL50803_13000	GMRT_15185	SS50377_24882
OG0001799	GL50803_6248	GMRT_15183	SS50377_27502
OG0001800	GL50803_16273	GMRT_15182	SS50377_20380
OG0001801	GL50803_6254	GMRT_11123	SS50377_23490
OG0001802	GL50803_87817	GMRT_15180	SS50377_23060
OG0001803	GL50803_16269	GMRT_15179	SS50377_24944
OG0001804	GL50803_9834	GMRT_15169	SS50377_20105
OG0001805	GL50803_16603	GMRT_15170	SS50377_20035
OG0001806	GL50803_9829	GMRT_10725	SS50377_24884
OG0001807	GL50803_9827	GMRT_15171	SS50377_20204
OG0001808	GL50803_9825	GMRT_15172	SS50377_20066
OG0001809	GL50803_9824	GMRT_15156	SS50377_28016
OG0001810	GL50803_21365, GL50803_39210	GMRT_13932	
OG0001811	GL50803_18470	GMRT_15160	SS50377_21049
OG0001812	GL50803_12820	GMRT_15159	SS50377_27445
OG0001813	GL50803_15930	GMRT_15158	SS50377_24645
OG0001814	GL50803_91463	GMRT_15163	SS50377_24699
OG0001815	GL50803_6072	GMRT_15164	SS50377_21518
OG0001816	GL50803_16887	GMRT_15165	SS50377_23171
OG0001817	GL50803_16891	GMRT_15167	SS50377_24701
OG0001818	GL50803_7962	GMRT_15168	SS50377_24498
OG0001819	GL50803_7966	GMRT_10716	SS50377_22485
OG0001820	GL50803_37452	GMRT_10718	SS50377_21762
OG0001821	GL50803_2098	GMRT_10726	SS50377_24369
OG0001822	GL50803_22451	GMRT_10720	SS50377_21169
OG0001823	GL50803_22454	GMRT_10723	SS50377_21253
OG0001824	GL50803_4248	GMRT_10727	SS50377_26968
OG0001825	GL50803_3331	GMRT_11845	SS50377_21869
OG0001826	GL50803_137619	GMRT_11843	SS50377_23258
OG0001827	GL50803_102858	GMRT_11842	SS50377_20231
OG0001828	GL50803_16348	GMRT_22701	SS50377_20421
OG0001829	GL50803_33218	GMRT_11839	SS50377_20077
OG0001830	GL50803_2980	GMRT_11830	SS50377_23497
OG0001831	GL50803_17396	GMRT_11831	SS50377_20956
OG0001832	GL50803_12598	GMRT_11832	SS50377_24584
OG0001833	GL50803_17395	GMRT_11819	SS50377_26640
OG0001834	GL50803_15482	GMRT_10722	SS50377_20045
OG0001835	GL50803_11713	GMRT_11822	SS50377_26863
OG0001836	GL50803_11714	GMRT_11823	SS50377_26875
OG0001837	GL50803_61359	GMRT_13220	SS50377_24462
OG0001838	GL50803_15487	GMRT_11108	SS50377_24634
OG0001839	GL50803_4125	GMRT_11815	SS50377_25033
OG0001840	GL50803_7664	GMRT_11835	SS50377_20908
OG0001841	GL50803_7662	GMRT_11834	SS50377_22668
OG0001842	GL50803_7661	GMRT_11836	SS50377_25492
OG0001843	GL50803_17390	GMRT_12123	SS50377_23617
OG0001844	GL50803_6336	GMRT_13581	SS50377_22499
OG0001845	GL50803_14174	GMRT_13580	SS50377_22049
OG0001846	GL50803_17389	GMRT_13577	SS50377_24486
OG0001847	GL50803_14172	GMRT_13576	SS50377_20182
OG0001848	GL50803_14171	GMRT_13575	SS50377_28531
OG0001849	GL50803_17388	GMRT_13573	SS50377_23536
OG0001850	GL50803_6885	GMRT_13574	SS50377_28625
OG0001851	GL50803_20603	GMRT_13554	SS50377_26753
OG0001852	GL50803_14310	GMRT_13555	SS50377_22201
OG0001853	GL50803_14311	GMRT_13556	SS50377_22138
OG0001854	GL50803_6897	GMRT_13563	SS50377_23831
OG0001855	GL50803_17387	GMRT_13571	SS50377_27674
OG0001856	GL50803_17385	GMRT_20795	SS50377_25118
OG0001857	GL50803_5672	GMRT_13567	SS50377_23098
OG0001858	GL50803_27887	GMRT_13559	SS50377_24929
OG0001859	GL50803_103849	GMRT_13562	SS50377_23350
OG0001860	GL50803_9099	GMRT_15897	SS50377_27434
OG0001861	GL50803_9098	GMRT_15896	SS50377_27825
OG0001862	GL50803_103838	GMRT_15890	SS50377_23208
OG0001863	GL50803_103540, GL50803_15265	GMRT_15882	
OG0001864	GL50803_10679	GMRT_15889	SS50377_27126
OG0001865	GL50803_89552	GMRT_15867	SS50377_20029
OG0001866	GL50803_16602	GMRT_15865	SS50377_24286
OG0001867	GL50803_3977	GMRT_15866	SS50377_22238
OG0001868	GL50803_3978	GMRT_15876	SS50377_21247
OG0001869	GL50803_7348	GMRT_15874	SS50377_23048
OG0001870	GL50803_7349	GMRT_10321	SS50377_27824
OG0001871	GL50803_7351	GMRT_10314	SS50377_26910
OG0001872	GL50803_103855	GMRT_10308	SS50377_25440
OG0001873	GL50803_16969	GMRT_10310	SS50377_23346
OG0001874	GL50803_89535	GMRT_10317	SS50377_23765
OG0001875	GL50803_8003	GMRT_10315	SS50377_20975
OG0001876	GL50803_8001	GMRT_10305	SS50377_26943
OG0001877	GL50803_14606	GMRT_10304	SS50377_25783
OG0001878	GL50803_7999	GMRT_10303	SS50377_26599
OG0001879	GL50803_23185	GMRT_10290	SS50377_28077
OG0001880	GL50803_10025	GMRT_10289	SS50377_28302
OG0001881	GL50803_15097	GMRT_10288	SS50377_22502
OG0001882	GL50803_23800	GMRT_10297	SS50377_22147
OG0001883	GL50803_104866	GMRT_15521	SS50377_27743
OG0001884	GL50803_15490	GMRT_15524	SS50377_28345
OG0001885	GL50803_137730	GMRT_10295	SS50377_26702
OG0001886	GL50803_11755	GMRT_15528	SS50377_25817
OG0001887	GL50803_61388	GMRT_15527	SS50377_27632
OG0001888	GL50803_11763	GMRT_15512	SS50377_27855
OG0001889	GL50803_15500	GMRT_15514	SS50377_20821
OG0001890	GL50803_17412	GMRT_11479	SS50377_23153
OG0001891	GL50803_17411	GMRT_11477	SS50377_28644
OG0001892	GL50803_7569	GMRT_11482	SS50377_27646
OG0001893	GL50803_7570	GMRT_11481	SS50377_27518
OG0001894	GL50803_14486	GMRT_13937	SS50377_21186
OG0001895	GL50803_3036	GMRT_11488	SS50377_25297
OG0001896	GL50803_17406	GMRT_11493	SS50377_23703
OG0001897	GL50803_17405	GMRT_11491	SS50377_25437
OG0001898	GL50803_17404	GMRT_11496	SS50377_25323
OG0001899	GL50803_11342	GMRT_11500	SS50377_23065
OG0001900	GL50803_17402	GMRT_11265, GMRT_11504	
OG0001901	GL50803_11328	GMRT_15496	SS50377_23458
OG0001902	GL50803_17400	GMRT_15493	SS50377_26840
OG0001903	GL50803_11321	GMRT_15488	SS50377_21949
OG0001904	GL50803_11319	GMRT_15490	SS50377_22110
OG0001905	GL50803_2964	GMRT_15498	SS50377_23558
OG0001906	GL50803_13268	GMRT_15500	SS50377_28578
OG0001907	GL50803_13269	GMRT_11466	SS50377_20871
OG0001908	GL50803_3171	GMRT_11467	SS50377_22766
OG0001909	GL50803_15871	GMRT_11469	SS50377_25565
OG0001910	GL50803_14938	GMRT_11471	SS50377_20542
OG0001911	GL50803_14367	GMRT_12874	SS50377_22261
OG0001912	GL50803_7130	GMRT_15507	SS50377_27069
OG0001913	GL50803_17082	GMRT_15504	SS50377_24709
OG0001914	GL50803_34850	GMRT_15503	SS50377_22291
OG0001915	GL50803_33762	GMRT_15502	SS50377_26634
OG0001916	GL50803_24068	GMRT_11442	SS50377_24710
OG0001917	GL50803_17081	GMRT_11463	SS50377_21193
OG0001918	GL50803_17080	GMRT_11462	SS50377_24136
OG0001919	GL50803_96670	GMRT_11456	SS50377_20941
OG0001920	GL50803_16214	GMRT_11451	SS50377_21480
OG0001921	GL50803_8843	GMRT_16350	SS50377_26561
OG0001922	GL50803_8842	GMRT_16349	SS50377_21018
OG0001923	GL50803_678	GMRT_16347	SS50377_27569
OG0001924	GL50803_102963	GMRT_16346	SS50377_25964
OG0001925	GL50803_13636	GMRT_16337	SS50377_23292
OG0001926	GL50803_9505	GMRT_16343	SS50377_21464
OG0001927	GL50803_16328	GMRT_16355	SS50377_23172
OG0001928	GL50803_9520	GMRT_11449	SS50377_20429
OG0001929	GL50803_16615	GMRT_15875	SS50377_26606
OG0001930	GL50803_16612	GMRT_16356	SS50377_25749
OG0001931	GL50803_93721	GMRT_16332	SS50377_25580
OG0001932	GL50803_9058	GMRT_16330	SS50377_27941
OG0001933	GL50803_7007	GMRT_13127	SS50377_25075
OG0001934	GL50803_93736	GMRT_16361	SS50377_24855
OG0001935	GL50803_94525	GMRT_13927	SS50377_24880
OG0001936	GL50803_37907	GMRT_13928	SS50377_28024
OG0001937	GL50803_1830	GMRT_13929	SS50377_25750
OG0001938	GL50803_7655	GMRT_13940	SS50377_25634
OG0001939	GL50803_7649	GMRT_13943	SS50377_26864
OG0001940	GL50803_7648	GMRT_13944	SS50377_28130
OG0001941	GL50803_16149	GMRT_10934	SS50377_23563
OG0001942	GL50803_3493	GMRT_16305	SS50377_23540
OG0001943	GL50803_3491	GMRT_13073	SS50377_21894
OG0001944	GL50803_13797	GMRT_13933	SS50377_25670
OG0001945	GL50803_27308	GMRT_13934	SS50377_24399
OG0001946	GL50803_15962	GMRT_16323	SS50377_24380
OG0001947	GL50803_16006	GMRT_13946	SS50377_20848
OG0001948	GL50803_89112	GMRT_13947	SS50377_27853
OG0001949	GL50803_2851	GMRT_16289	SS50377_25575
OG0001950	GL50803_3581	GMRT_16288	SS50377_22374
OG0001951	GL50803_15823	GMRT_16302	SS50377_25383
OG0001952	GL50803_33037	GMRT_16301	SS50377_24448
OG0001953	GL50803_3202	GMRT_16298	SS50377_25525
OG0001954	GL50803_15889	GMRT_16308	SS50377_24433
OG0001955	GL50803_12807	GMRT_16316	SS50377_27609
OG0001956	GL50803_15948	GMRT_16291	SS50377_27201
OG0001957	GL50803_40920	GMRT_16312	SS50377_26810
OG0001958	GL50803_30851	GMRT_16313	SS50377_23931
OG0001959	GL50803_16013	GMRT_12348	SS50377_21929
OG0001960	GL50803_112114	GMRT_12129	SS50377_21227
OG0001961	GL50803_114670	GMRT_11271	SS50377_25762
OG0001962	GL50803_22204	GMRT_11717	SS50377_25751
OG0001963	GL50803_8625	GMRT_11706	SS50377_21033
OG0001964	GL50803_89347	GMRT_12371	SS50377_23648
OG0001965	GL50803_8621	GMRT_15776	SS50377_25616
OG0001966	GL50803_8619	GMRT_11721	SS50377_23442
OG0001967	GL50803_102322	GMRT_11520	SS50377_25864
OG0001968	GL50803_61554	GMRT_11517	SS50377_20939
OG0001969	GL50803_95789	GMRT_12343	SS50377_22514
OG0001970	GL50803_95787	GMRT_12344	SS50377_20534
OG0001971	GL50803_4270	GMRT_12341	SS50377_24390
OG0001972	GL50803_13584	GMRT_12342	SS50377_25501
OG0001973	GL50803_13342	GMRT_11510	SS50377_20924
OG0001974	GL50803_33769	GMRT_11512	SS50377_24502
OG0001975	GL50803_7030	GMRT_15638	SS50377_23066
OG0001976	GL50803_16173	GMRT_12415	SS50377_20881
OG0001977	GL50803_16172	GMRT_12408	SS50377_20953
OG0001978	GL50803_35670	GMRT_12366	SS50377_27834
OG0001979	GL50803_16588	GMRT_12365	SS50377_21525
OG0001980	GL50803_1470		SS50377_24512, SS50377_25480
OG0001981	GL50803_3409	GMRT_12422	SS50377_23297
OG0001982	GL50803_3408	GMRT_11814	SS50377_27488
OG0001983	GL50803_16495	GMRT_14038	SS50377_23405
OG0001984	GL50803_35094	GMRT_12181	SS50377_20328
OG0001985	GL50803_8854, GL50803_8855	GMRT_12178	
OG0001986	GL50803_8865	GMRT_11025	SS50377_21654
OG0001987	GL50803_13930	GMRT_11029	SS50377_24483
OG0001988	GL50803_5462	GMRT_11030	SS50377_27467
OG0001989	GL50803_16020	GMRT_11031	SS50377_25460
OG0001990	GL50803_13926	GMRT_12183	SS50377_21806
OG0001991	GL50803_13838	GMRT_13385	SS50377_23645
OG0001992	GL50803_28183, GL50803_7374	GMRT_12189	
OG0001993	GL50803_7368	GMRT_12192	SS50377_25256
OG0001994	GL50803_2661	GMRT_12202	SS50377_28587
OG0001995	GL50803_17165	GMRT_12185	SS50377_26979
OG0001996	GL50803_17164	GMRT_12187	SS50377_28690
OG0001997	GL50803_17163	GMRT_13768	SS50377_25676
OG0001998	GL50803_22573	GMRT_12634	SS50377_27498
OG0001999	GL50803_115468, GL50803_115469	GMRT_10241	
OG0002000	GL50803_33870	GMRT_12207	SS50377_21100
OG0002001	GL50803_12981	GMRT_12636	SS50377_23400
OG0002002	GL50803_8528	GMRT_12637	SS50377_26836
OG0002003	GL50803_17347	GMRT_12643	SS50377_25576
OG0002004	GL50803_4064	GMRT_12654	SS50377_24311
OG0002005	GL50803_4063	GMRT_12653	SS50377_28646
OG0002006	GL50803_60191	GMRT_12651	SS50377_28639
OG0002007	GL50803_5949	GMRT_13414	SS50377_26734
